UKPRN,HE Provider,Afghanistan,Bangladesh,Bhutan,Brunei,Cambodia,China,East Timor,Hong Kong (Special Administrative Region of China),India,Indonesia,Japan,Kazakhstan,Korea (North),Korea (South),Kyrgyzstan,Laos,Macao (Special Administrative Region of China),Malaysia,Maldives,Myanmar (Burma),Mongolia,Nepal,Pakistan,Philippines,Singapore,Sri Lanka,Taiwan,Tajikistan,Thailand,Turkmenistan,Uzbekistan,Vietnam,Asia (Except Middle East) not otherwise specified,Total Asia,Total
10003945,The Liverpool Institute for Performing Arts,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,30,225
10006842,The University of Liverpool,0,20,0,5,0,"3,190",0,165,725,25,20,5,0,35,0,0,0,265,5,10,0,5,45,10,35,15,40,0,50,0,0,15,0,"4,695","6,975"
10003958,Liverpool School of Tropical Medicine,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90
10007162,"University of the Arts, London",0,5,0,0,0,"5,540",0,420,560,80,135,20,0,505,0,5,20,35,0,5,0,5,30,15,90,0,265,0,140,0,0,35,0,"7,920","12,060"
10007769,London Business School,0,0,0,0,0,205,0,35,225,10,60,5,0,35,0,0,0,10,0,0,5,0,5,5,40,0,10,0,25,0,0,0,0,680,"1,875"
10007797,University of London (Institutes and activities),0,15,0,0,0,20,0,20,25,5,5,0,0,5,0,0,0,15,0,5,0,0,80,0,25,10,0,0,5,0,0,5,0,240,505
10039082,City and Guilds of London Art School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25
10004036,London Film School Limited,0,0,0,0,0,135,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,185,295
10015506,The London College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10004048,London Metropolitan University,5,5,0,0,0,25,0,10,515,0,0,0,0,5,0,0,0,5,0,0,0,25,35,5,5,15,0,0,0,0,5,5,0,670,"1,575"
10004078,London South Bank University,5,535,0,10,0,10,0,10,625,5,0,10,0,5,0,0,0,5,0,0,0,75,340,15,5,15,5,0,0,0,85,30,0,"1,800","3,025"
10004063,London School of Economics and Political Science,0,20,0,5,5,"2,090",0,355,520,60,70,20,0,135,5,0,15,320,5,10,5,5,100,10,330,20,50,0,95,0,5,25,0,"4,275","8,520"
10007771,London School of Hygiene and Tropical Medicine,0,0,0,0,0,10,0,20,35,5,15,0,0,10,0,0,0,5,0,5,0,0,5,5,10,0,5,0,5,0,0,0,0,145,585
10004075,London School of Theology,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,80
10004079,London Studio Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60
10062810,The London School of Architecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10008289,The London Institute of Banking & Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
10004035,The Film Education Training Trust Limited,0,0,0,0,0,5,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,25,105
10067623,The London Interdisciplinary School Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10004113,Loughborough University,0,10,0,15,0,935,0,150,630,25,15,10,0,55,0,0,5,90,5,0,0,5,30,5,35,45,30,0,40,0,5,15,0,"2,155","3,805"
10009612,Luther King House Educational Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10004180,The Manchester Metropolitan University,0,15,0,5,5,240,0,120,440,20,10,0,0,25,0,0,5,85,0,5,5,0,90,5,30,10,10,0,30,0,0,10,0,"1,170","2,890"
10007798,The University of Manchester,0,55,5,25,5,"9,065",0,485,"1,010",165,90,35,0,180,5,0,30,695,30,30,5,5,145,20,160,25,165,0,140,0,15,40,0,"12,640","18,170"
10009527,Istituto Marangoni Limited,0,5,0,0,5,145,0,10,225,20,5,20,0,20,0,0,0,10,0,0,0,0,5,0,0,0,20,0,20,0,0,5,0,520,"1,110"
10023452,The Markfield Institute of Higher Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10020416,Missio Dei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10030776,St Mellitus College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10004320,The Metanoia Institute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10004351,Middlesex University,5,50,0,0,0,345,0,60,"1,110",5,10,0,0,15,0,0,0,55,0,5,0,85,120,5,20,35,15,0,20,0,0,30,0,"2,000","4,600"
10032277,The Minster Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10049370,MLA College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10004450,Mountview Academy of Theatre Arts,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,75
10023454,Moorlands College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
10000216,All Nations Christian College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30
10004538,Nazarene Theological College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
10023456,Newbold College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
10007799,Newcastle University,0,10,0,30,5,"2,445",0,280,390,115,25,15,0,45,0,0,5,160,0,30,0,0,45,5,75,10,35,0,65,0,0,35,0,"3,845","6,215"
10048199,Northeastern University London,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,130
10008397,Norland College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10007138,The University of Northampton,5,45,0,5,0,310,0,15,"1,635",0,5,5,0,5,0,0,0,30,0,5,0,80,535,10,5,20,0,0,90,0,0,65,0,"2,870","4,465"
10001282,University of Northumbria at Newcastle,0,265,0,5,0,560,0,40,"2,850",55,5,5,0,15,0,0,0,135,0,10,0,60,205,10,15,245,10,0,50,0,15,45,0,"4,600","8,010"
10004775,Norwich University of the Arts,0,0,0,0,0,10,0,15,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,50,185
10007154,University of Nottingham,0,50,0,30,5,"3,330",0,310,525,100,10,15,0,80,0,0,10,295,5,5,0,5,80,10,125,20,65,0,160,0,0,40,0,"5,285","8,285"
10004797,The Nottingham Trent University,5,95,0,5,10,410,0,245,"2,080",30,15,10,0,50,0,5,10,65,0,5,0,5,115,10,20,110,60,0,50,0,0,65,0,"3,485","6,595"
10007773,The Open University,0,0,0,5,5,15,0,10,5,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,70,430
10004930,Oxford Brookes University,0,10,0,5,0,115,0,95,885,15,60,10,0,5,0,0,0,75,0,0,0,10,30,15,5,15,25,0,20,0,0,15,0,"1,425","3,335"
10007774,The University of Oxford,5,30,0,0,0,"1,440",0,335,395,70,70,10,0,120,5,0,5,100,0,10,5,10,55,20,300,10,40,0,60,0,0,25,0,"3,125","9,265"
10066143,Paris Dauphine International,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,180
10005127,Arts University Plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35
10007801,University of Plymouth,0,10,0,5,0,395,0,80,190,10,5,5,0,10,0,0,0,30,5,0,0,50,25,5,30,25,15,0,10,0,5,10,0,925,"2,355"
10019178,Point Blank Music School,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,50,190
10007155,The University of Portsmouth,20,"1,160",0,20,0,735,0,110,925,5,10,10,0,20,0,0,5,85,0,10,0,25,395,5,10,10,5,0,25,0,5,25,0,"3,615","6,785"
10083476,The Prince's Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10005337,"Queen Margaret University, Edinburgh",0,5,0,0,0,5,0,15,35,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,5,0,5,0,0,0,0,0,0,100,"1,185"
10007775,Queen Mary University of London,5,80,0,5,10,"2,260",0,185,"1,320",80,55,40,0,55,0,0,10,235,5,5,5,5,265,10,115,20,65,5,125,5,15,60,0,"5,045","8,935"
10009292,Royal Academy of Dramatic Art,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40
10005544,Royal Academy of Dance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20
10005389,Ravensbourne University London,0,0,0,0,0,25,0,15,10,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,95,315
10005470,"Richmond, The American International University in London",0,0,0,0,0,0,0,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,465
10007802,The University of Reading,0,15,5,25,0,780,0,210,200,20,15,10,0,25,0,0,5,160,5,0,0,5,15,10,30,10,15,0,80,0,10,5,0,"1,655","3,925"
10086591,Regent's University London Limited,0,5,0,0,10,10,0,10,245,15,5,30,0,0,0,0,0,10,0,0,0,0,60,5,5,0,0,0,35,5,5,0,0,470,"1,445"
10021100,Regents Theological College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10062833,Raindance Educational Services Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10008455,Regent College London,0,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,50,60
10005500,Robert Gordon University,0,10,0,0,0,40,0,20,275,5,0,5,0,0,0,0,0,25,0,0,0,20,50,10,5,20,0,0,5,0,0,5,0,505,"3,470"
10007776,Roehampton University,10,290,0,0,0,90,0,10,"1,520",5,5,0,0,5,0,0,0,5,0,0,0,30,260,5,10,35,5,0,10,0,35,15,0,"2,355","3,685"
10005523,Rose Bruford College of Theatre and Performance,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,180
10007835,Royal Academy of Music,0,0,0,0,0,75,0,20,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,130,380
10005545,Royal Agricultural University,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,55,185
10007777,Royal College of Art,0,0,0,0,0,"1,125",0,35,75,5,15,0,0,90,0,0,0,10,0,0,0,0,5,0,10,0,35,0,5,0,0,0,0,"1,410","1,880"
10007778,Royal College of Music,0,0,0,0,0,125,0,45,0,0,10,0,0,20,0,0,5,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,230,540
10005561,Royal Conservatoire of Scotland,0,0,0,0,0,45,0,5,5,5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,95,385
10007816,The Royal Central School of Speech and Drama,0,0,0,0,0,35,0,10,20,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,85,290
10005553,Royal Holloway and Bedford New College,5,15,0,0,5,390,0,130,415,10,25,10,0,35,5,0,0,40,0,5,5,5,95,5,30,10,15,0,35,0,0,10,0,"1,305","2,610"
10007837,Royal Northern College of Music,0,0,0,0,0,110,0,25,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,160,275
10007779,The Royal Veterinary College,0,0,0,0,0,20,0,70,15,0,5,0,0,5,0,0,0,20,0,0,0,0,0,0,20,0,5,0,5,0,0,0,0,170,755
10007803,The University of St. Andrews,5,5,0,0,0,705,0,195,230,30,45,10,0,60,0,0,5,85,0,0,0,5,15,15,60,10,20,0,30,0,5,10,0,"1,555","5,425"
10007839,SAE Education Limited,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,90
10007782,"St George's, University of London",0,0,0,0,0,5,0,30,35,5,0,0,0,0,0,0,0,10,0,0,0,0,0,15,25,0,0,0,5,0,0,0,0,135,285
10008026,St Mary's University College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
10007843,"St Mary's University, Twickenham",0,55,0,0,0,5,0,10,160,0,5,0,0,0,0,0,0,5,0,0,0,45,60,0,5,5,0,0,5,0,0,15,0,375,945
10007156,The University of Salford,0,30,0,0,5,65,0,35,"1,570",0,5,0,0,0,0,0,0,5,0,0,0,0,120,5,5,35,0,0,5,0,0,5,0,"1,905","4,325"
10007780,SOAS University of London,5,15,0,0,5,220,0,50,180,20,40,0,0,30,0,0,0,20,0,15,0,5,135,5,40,0,25,0,30,0,0,5,0,860,"2,130"
10005700,SRUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
10005790,Sheffield Hallam University,0,15,0,0,0,280,0,50,"2,370",25,0,5,0,10,0,0,0,85,0,10,0,10,125,0,5,25,5,0,70,0,0,50,0,"3,140","5,205"
10007157,The University of Sheffield,0,10,0,30,0,"6,340",0,350,480,75,40,20,0,70,0,0,15,310,5,15,0,10,60,25,105,40,150,0,55,0,5,15,0,"8,225","10,960"
10006022,Solent University,0,40,0,0,0,35,0,5,515,0,10,0,0,5,0,0,0,10,0,0,0,5,20,0,5,20,0,0,5,0,5,5,0,690,"2,305"
10007158,The University of Southampton,0,10,0,15,0,"5,220",0,160,375,40,20,5,0,15,0,0,5,260,5,5,0,0,10,5,30,25,55,0,90,0,0,30,0,"6,400","8,635"
10006093,Spurgeon's College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
10006299,Staffordshire University,0,25,0,0,0,55,0,10,170,0,5,0,0,0,0,0,0,5,0,0,0,0,100,0,5,20,0,0,5,0,0,0,0,400,770
10008098,Study Group,0,295,0,0,0,"1,130",0,80,760,5,15,5,0,35,0,0,0,10,0,20,0,70,220,0,5,15,45,0,20,0,0,10,0,"2,750","3,040"
10007804,The University of Stirling,5,20,0,0,0,395,0,20,855,20,10,5,0,10,0,0,0,20,0,5,0,5,495,5,15,5,15,0,30,0,5,10,0,"1,950","4,235"
10037449,University of St Mark and St John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
10008010,Stranmillis University College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
10007805,The University of Strathclyde,0,35,0,0,0,790,0,60,"1,240",20,15,10,0,20,0,0,5,85,0,5,5,10,145,10,25,20,60,0,145,0,5,20,0,"2,730","5,305"
10014001,University of Suffolk,0,10,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,65,"1,345"
10007159,The University of Sunderland,0,30,0,0,5,280,0,10,695,20,0,5,0,10,0,0,0,110,5,15,0,90,205,10,10,70,0,0,15,0,5,60,0,"1,645","4,990"
10007160,The University of Surrey,0,25,0,0,5,670,0,250,670,15,15,10,0,40,0,0,5,50,5,5,0,5,75,5,35,30,30,0,85,0,5,15,0,"2,045","3,910"
10007806,The University of Sussex,10,70,0,5,5,"1,340",0,215,345,45,105,15,0,65,0,5,10,45,5,20,0,10,150,5,35,10,20,0,75,0,10,25,0,"2,640","5,725"
10007855,Swansea University,5,15,0,15,0,505,0,220,805,5,5,5,0,5,0,0,5,65,0,0,5,20,25,5,10,20,5,0,25,0,10,5,0,"1,780","4,270"
10083403,The Engineering and Design Institute London,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10007161,Teesside University,0,105,0,5,0,365,0,5,"2,745",15,0,0,0,0,0,0,0,55,0,0,0,25,235,10,20,30,0,0,10,0,0,10,0,"3,625","6,125"
10008017,Trinity Laban Conservatoire of Music and Dance,0,0,0,0,0,40,0,15,15,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,105,390
10007858,University of Wales Trinity Saint David,0,10,0,0,0,350,0,5,130,0,5,0,0,0,0,0,0,5,0,0,5,5,5,0,5,5,0,0,0,0,0,5,0,520,910
10068157,University Centre Peterborough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10007114,University of the Highlands and Islands,0,5,0,10,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,40,320
10007807,Ulster University,5,815,0,0,0,90,0,15,"1,860",10,0,5,0,5,0,0,0,5,0,0,0,195,710,5,0,110,0,0,0,0,55,10,0,"3,900","7,160"
10039956,The University of Law,0,20,0,10,0,35,0,75,295,0,0,0,0,5,0,0,0,115,0,5,0,5,315,0,20,15,5,0,0,0,20,5,0,950,"1,945"
10007784,University College London,5,50,0,15,5,"10,785",0,"1,195",745,245,200,45,0,345,0,0,65,680,5,20,10,5,135,20,675,30,190,10,245,0,5,55,0,"15,795","24,145"
10007793,University of South Wales,0,470,0,5,0,235,0,40,430,0,10,0,0,5,0,0,0,130,5,0,0,25,185,30,0,820,5,0,0,0,0,5,0,"2,410","4,425"
10007163,The University of Warwick,0,30,0,10,0,"4,320",0,430,"1,290",90,40,50,0,95,5,0,10,390,0,10,5,15,120,10,130,35,105,0,140,0,5,30,0,"7,360","11,065"
10007361,Waverley Abbey College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10007164,"University of the West of England, Bristol",0,515,0,15,5,535,0,320,875,45,10,10,0,5,0,0,5,345,10,65,0,90,690,20,15,225,10,0,115,0,0,140,0,"4,065","7,895"
10007800,The University of the West of Scotland,5,250,0,0,0,60,0,0,"1,745",5,0,0,0,0,0,0,0,0,0,0,0,435,935,5,0,15,0,0,5,0,10,20,5,"3,495","5,050"
10032288,West Dean College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40
10006566,The University of West London,0,10,0,0,0,15,0,10,"1,460",0,5,0,0,20,0,0,0,15,0,0,0,400,25,115,5,40,5,0,5,0,5,0,0,"2,145","3,990"
10007165,The University of Westminster,0,70,0,5,25,990,0,50,"1,370",45,25,40,0,65,5,5,5,50,5,5,10,15,170,15,20,35,30,5,50,0,20,60,0,"3,190","7,035"
10003614,The University of Winchester,5,5,0,0,0,5,0,5,145,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,210,535
10007166,The University of Wolverhampton,0,35,0,0,0,10,0,5,755,0,0,0,0,25,0,0,0,5,0,0,0,115,20,5,0,15,0,0,0,0,0,5,0,"1,005","1,935"
10007139,University of Worcester,0,0,0,0,0,35,0,5,335,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,440,985
10007833,Wrexham University,0,5,0,0,0,10,0,5,865,0,0,0,0,0,0,0,0,5,0,0,0,0,10,5,5,10,0,0,0,0,0,0,0,925,"1,375"
10007657,Writtle University College,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50
10007713,York St John University,0,70,0,0,0,5,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,305,10,0,0,100,0,0,0,0,0,0,0,930,"1,355"
10007167,The University of York,10,15,0,5,0,"3,320",0,185,310,40,45,10,0,80,0,0,5,60,0,0,0,10,25,10,30,10,25,0,55,0,0,15,0,"4,285","5,905"
,Total,335,"12,700",40,710,285,"151,700",5,"17,605","124,520","3,695","3,000","1,120",15,"5,075",100,85,560,"12,130",250,735,230,"4,855","23,050","1,185","6,210","4,090","3,695",80,"5,405",60,995,"2,660",10,"387,200","675,200"
